character,realm,date,time,dungeon,short_name,mythic_level,upgrade,score,clear_time,clear_time_ms,par_time_ms,affix_1,affix_2,affix_3,affix_4,url
Tauryy,Tichondrius,2022-11-06,10:48:37,Mechagon Workshop,WORK,21,1,156.7,00:27:42,1662903,1920999,Fortified,Sanguine,Grievous,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10737793-21-operation-mechagon-workshop
Tauryy,Tichondrius,2022-11-07,22:07:46,Mechagon Junkyard,YARD,24,2,173.6,00:27:00,1620157,2280999,Fortified,Sanguine,Grievous,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10839157-24-operation-mechagon-junkyard
Tauryy,Tichondrius,2022-11-07,21:29:04,Iron Docks,ID,24,0,163.9,00:32:36,1956012,1800999,Fortified,Sanguine,Grievous,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10836382-24-iron-docks
Tauryy,Tichondrius,2022-11-07,07:15:52,Iron Docks,ID,21,1,155.2,00:29:25,1765984,1800999,Fortified,Sanguine,Grievous,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10805100-21-iron-docks
Tauryy,Tichondrius,2022-11-07,22:43:24,Tazavesh: So'leah's Gambit,GMBT,22,1,162.3,00:24:26,1466159,1800999,Fortified,Sanguine,Grievous,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10842050-22-tazavesh-soleahs-gambit
Tauryy,Tichondrius,2022-11-08,04:38:48,Tazavesh: Streets of Wonder,STRT,22,1,162.0,00:32:53,1973636,2340999,Fortified,Sanguine,Grievous,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10858770-22-tazavesh-streets-of-wonder
Tauryy,Tichondrius,2022-11-08,03:55:39,Mechagon Workshop,WORK,23,1,165.7,00:30:14,1814432,1920999,Fortified,Sanguine,Grievous,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10857062-23-operation-mechagon-workshop
Tauryy,Tichondrius,2022-11-08,03:14:47,Return to Karazhan: Lower,LOWR,20,1,151.4,00:37:25,2245598,2520999,Fortified,Sanguine,Grievous,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10854987-20-return-to-karazhan-lower
Tauryy,Tichondrius,2022-11-09,05:12:45,Tazavesh: So'leah's Gambit,GMBT,24,0,162.6,00:35:46,2146958,1800999,Tyrannical,Bolstering,Explosive,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10918051-24-tazavesh-soleahs-gambit
Tauryy,Tichondrius,2022-11-10,06:45:52,Mechagon Workshop,WORK,23,0,159.8,00:32:26,1946748,1920999,Tyrannical,Bolstering,Explosive,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10969139-23-operation-mechagon-workshop
Tauryy,Tichondrius,2022-11-10,06:02:19,Mechagon Junkyard,YARD,24,1,172.0,00:32:01,1921911,2280999,Tyrannical,Bolstering,Explosive,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10968397-24-operation-mechagon-junkyard
Tauryy,Tichondrius,2022-11-10,03:06:49,Grimrail Depot,GD,20,0,144.7,00:30:39,1839428,1800999,Tyrannical,Bolstering,Explosive,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10962964-20-grimrail-depot
